BA,Hour,Total_Load_MWh,Transportation_Load_MWh,Non-Transportation_Load_MWh
PACW,5,2846.318712328767,55.283452054794516,2791.0352602739727
PACW,6,2677.093780821918,48.86282191780822,2628.2309589041097
PACW,7,2511.826109589041,39.73479452054794,2472.0913150684933
PACW,8,2357.6209041095894,33.845205479452055,2323.775698630137
PACW,9,2224.336794520548,30.26087671232877,2194.0759178082194
PACW,10,2166.3277260273976,27.91093150684932,2138.416794520548
PACW,11,2187.5132876712323,26.65213698630137,2160.8611506849315
PACW,12,2254.9321095890414,27.184465753424657,2227.747643835616
PACW,13,2368.884904109589,32.17386301369863,2336.7110410958903
PACW,14,2541.63597260274,41.06846575342466,2500.5675068493156
PACW,15,2728.232109589041,54.82504109589041,2673.4070684931507
PACW,16,2882.1296712328767,54.49942465753425,2827.6302465753424
PACW,17,2952.331753424657,52.06093150684931,2900.2708219178085
PACW,18,2952.7643561643836,48.95164383561644,2903.8127123287677
PACW,19,2948.8122739726027,49.66608219178083,2899.1461917808215
PACW,20,2943.361397260274,51.46616438356164,2891.8952328767123
PACW,21,2933.2103561643835,51.50616438356165,2881.704191780822
PACW,22,2922.4818356164387,56.232767123287665,2866.249068493151
PACW,23,2905.1467397260276,63.88643835616439,2841.260301369863
PGE,0,3149.6112054794517,257.383698630137,2892.227506849315
PGE,1,3247.4515068493147,288.8881643835616,2958.5633424657535
PGE,2,3270.1852876712323,272.07616438356166,2998.1091232876715
PGE,3,3235.318246575343,235.16082191780825,3000.157424657534
PGE,4,3160.8029863013694,208.39758904109587,2952.4053972602737
PGE,5,2986.961260273972,180.96619178082193,2805.9950684931505
PGE,6,2758.235808219178,151.47312328767123,2606.762684931507
PGE,7,2520.529369863014,112.80602739726028,2407.7233424657534
PGE,8,2310.01098630137,86.57512328767123,2223.435863013699
PGE,9,2155.5485753424655,70.13035616438357,2085.418219178082
PGE,10,2071.271424657534,58.97432876712329,2012.297095890411
PGE,11,2044.9535342465754,52.7933698630137,1992.1601643835618
PGE,12,2106.3452602739726,54.62671232876713,2051.718547945205
PGE,13,2257.895917808219,75.7721095890411,2182.123808219178
PGE,14,2485.481232876712,117.92150684931507,2367.5597260273976
PGE,15,2729.573780821918,179.62438356164387,2549.949397260274
PGE,16,2883.328547945205,183.391698630137,2699.9368493150682
PGE,17,2959.1516438356166,172.52712328767123,2786.624520547945
PGE,18,2978.1962191780826,159.58731506849313,2818.608904109589
PGE,19,3003.0424383561644,163.20030136986298,2839.8421369863013
PGE,20,3021.23202739726,169.35605479452056,2851.87597260274
PGE,21,3026.2867671232875,168.52161643835618,2857.765150684931
PGE,22,3047.5477534246575,187.85797260273972,2859.689780821918
PGE,23,3078.8070136986303,217.64161643835612,2861.165397260274
PNM,0,2213.7699726027395,156.01720547945206,2057.752767123288
PNM,1,2232.3883287671233,145.89367123287673,2086.494657534246
PNM,2,2223.708191780822,125.40408219178082,2098.304109589041
PNM,3,2203.030191780822,111.66095890410959,2091.3692328767124
PNM,4,2108.902904109589,96.61575342465754,2012.2871506849317
PNM,5,1968.7137260273973,81.24942465753425,1887.4643013698628
PNM,6,1831.5334246575342,60.77424657534246,1770.7591780821917
PNM,7,1713.0308219178082,47.480082191780824,1665.5507397260274
PNM,8,1630.9178356164384,38.99098630136986,1591.9268493150687
PNM,9,1588.0775342465754,33.41827397260275,1554.659260273973
PNM,10,1579.8416438356164,30.469424657534248,1549.372219178082
PNM,11,1600.3660000000002,31.93213698630137,1568.433863013699
PNM,12,1642.3721095890412,43.507095890410966,1598.86501369863
PNM,13,1718.837178082192,64.93476712328767,1653.902410958904
PNM,14,1825.3367945205478,96.80520547945206,1728.531589041096
PNM,15,1900.5855890410958,97.17654794520548,1803.4090410958906
PNM,16,1938.933095890411,90.53498630136987,1848.3981095890413
PNM,17,1967.8868219178084,83.12213698630137,1884.7646849315065
PNM,18,2002.1087123287668,84.98076712328766,1917.1279452054794
PNM,19,2034.6608493150684,88.93761643835616,1945.7232328767122
PNM,20,2059.3144657534244,88.92386301369862,1970.3906027397263
PNM,21,2090.970712328767,100.09832876712329,1990.872383561644
PNM,22,2125.84298630137,116.82583561643835,2009.0171506849315
PNM,23,2161.4569315068493,139.07243835616438,2022.384493150685
PSCO,0,6552.047342465753,353.49783561643835,6198.549506849315
PSCO,1,6567.382904109589,340.7121095890411,6226.670794520547
PSCO,2,6493.221479452054,297.88364383561645,6195.337835616439
PSCO,3,6352.787013698631,264.9358082191781,6087.851205479451
PSCO,4,5983.881671232875,230.28635616438353,5753.595315068494
PSCO,5,5571.069616438356,188.64893150684932,5382.420684931507
PSCO,6,5173.955698630137,140.91432876712327,5033.041369863014
